candidate_id,family,params_json,candidate_hash,live_known_claim,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,status,score,beats_pf12,note
P292_0001,pf12_fusion_preserving_variant,"{""bb_width_thresh"": 0.045, ""family"": ""pf12_fusion_preserving_variant"", ""funding_threshold"": 0.0002, ""min_expected_r"": 1.2, ""ny_expected_r"": 1.5, ""sl_atr_mult"": 1.1, ""template_type"": ""bollinger_expansion_breakout"", ""time_stop"": 12, ""tp_atr_mult"": 1.8, ""volume_mult"": 0.8}",5dcaa10332f1e78a,closed-candle parameters only; performance assigned only if engine executed,3050.6568521308973,579,1.075134242874594,23.43333157400041,37,41,0,0.5025906735751295,291,288,150.0117061266374,-140.98176955111316,5.268837395735574,0.11781251891297435,235.48683269935015,-197.81710475013847,-6665.458247401937,ad88a601426771a25aad41d990948bf846f8bd6e4bd3c7984130326dba3db0a6,EXECUTED_ENGINE,-6843.6757206331695,NO,
P292_0012,risk_exit_improvement_variant,"{""bb_width_thresh"": 0.07, ""family"": ""risk_exit_improvement_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.8, ""ny_expected_r"": 1.5, ""sl_atr_mult"": 1.2, ""template_type"": ""mtf_breakout"", ""time_stop"": 12, ""tp_atr_mult"": 2.2, ""volume_mult"": 0.8}",c40f08cf688eece5,closed-candle parameters only; performance assigned only if engine executed,-2499.6020354556103,145,0.6193606955597695,31.260614633718674,26,44,8,0.3310344827586207,48,97,84.73437742562722,-67.6995067204713,-17.238634727280072,-0.1779928717229795,172.16499652795576,-148.24516135520747,-5331.524701455847,b1ac13970e51a9299654736aa69b1d3fff8cb09d0cb2381452dde697259a055e,EXECUTED_ENGINE,-21431.67953776377,NO,
P292_0013,pf12_fusion_preserving_variant,"{""bb_width_thresh"": 0.045, ""family"": ""pf12_fusion_preserving_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.2, ""ny_expected_r"": 1.5, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""time_stop"": 12, ""tp_atr_mult"": 2.2, ""volume_mult"": 0.8}",0f39bb472c08e9b8,closed-candle parameters only; performance assigned only if engine executed,3050.6568521308973,579,1.075134242874594,23.43333157400041,37,41,0,0.5025906735751295,291,288,150.0117061266374,-140.98176955111316,5.268837395735574,0.11781251891297435,235.48683269935015,-197.81710475013847,-6665.458247401937,ad88a601426771a25aad41d990948bf846f8bd6e4bd3c7984130326dba3db0a6,EXECUTED_ENGINE,-6843.6757206331695,NO,
P292_0014,dirty_pf8_pruning_research_variant,"{""bb_width_thresh"": 0.055, ""family"": ""dirty_pf8_pruning_research_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.2, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.2, ""template_type"": ""atr_volatility_expansion"", ""time_stop"": 12, ""tp_atr_mult"": 2.2, ""volume_mult"": 0.8}",0bc14291c57877d0,closed-candle parameters only; performance assigned only if engine executed,-2099.750404475314,186,0.8141965932067501,24.75298970837747,26,36,16,0.3763440860215054,70,116,131.4453544062793,-97.4217690768523,-11.288980669222118,-0.015055924215271677,180.12302839369778,-145.7463154266546,-4820.436182332731,5ad9f12d8582e6dd622b8d3ead907200a511282504387ed7e34ec143817d58ba,EXECUTED_ENGINE,-16139.770826311147,NO,
P292_0015,second_retest_variant,"{""bb_width_thresh"": 0.06, ""family"": ""second_retest_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.2, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.4, ""template_type"": ""funding_extreme_reversal"", ""time_stop"": 12, ""tp_atr_mult"": 2.2, ""volume_mult"": 0.8}",049481675142b449,closed-candle parameters only; performance assigned only if engine executed,-5780.728370448111,494,0.6660532967467382,59.2744259767216,24,53,1,0.41295546558704455,204,290,56.51766583171402,-59.69080069006129,-11.701879292405081,-0.08251630905607947,137.54924507665362,-164.22036056736528,-13365.577978833022,0066140019f10463662da0ca7898e106b4e16439f71588f9578237257b216790,EXECUTED_ENGINE,-41028.49999733167,NO,
P292_0016,vwap_reclaim_variant,"{""bb_width_thresh"": 0.07, ""family"": ""vwap_reclaim_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.4, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.4, ""template_type"": ""vwap_deviation_return"", ""time_stop"": 12, ""tp_atr_mult"": 2.5, ""volume_mult"": 0.8}",72b8feb589971c7c,closed-candle parameters only; performance assigned only if engine executed,180.75063138911457,3,15.286255965370497,0.12412012788205729,2,1,75,0.6666666666666666,2,1,96.70134792536882,-12.652064461623064,60.250210463038194,0.6456945687304906,134.8739975883934,-12.652064461623064,120.74918499761587,47f715a13da7a8e3e2671be461f06142750145f906f7c293f483fb023e9f5640,EXECUTED_ENGINE,21539.320801984188,NO,
P292_0017,tokyo_london_breakout_variant,"{""bb_width_thresh"": 0.045, ""family"": ""tokyo_london_breakout_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.4, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.4, ""template_type"": ""london_breakout_failure"", ""time_stop"": 12, ""tp_atr_mult"": 2.5, ""volume_mult"": 0.8}",6c2870357a2c8ae9,closed-candle parameters only; performance assigned only if engine executed,-2699.6901745695295,169,0.6164305601456203,27.385658470207343,22,38,18,0.33727810650887574,57,112,76.11657410607197,-62.84227588049672,-15.974498074375914,-0.12655369764895313,149.89149869977163,-119.943021738786,-6085.945746101302,c2b8b15e9ba7033c8f4f32895e37412413cef79207fd066763e83dad54cdea0f,EXECUTED_ENGINE,-19015.67888553259,NO,
P292_0018,pullback_reclaim_variant,"{""bb_width_thresh"": 0.055, ""family"": ""pullback_reclaim_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.4, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.4, ""template_type"": ""mtf_breakout"", ""time_stop"": 24, ""tp_atr_mult"": 2.5, ""volume_mult"": 0.8}",935de4dc27640a73,closed-candle parameters only; performance assigned only if engine executed,-5690.6921715058625,546,0.765447266919272,58.9115845332781,28,50,0,0.39194139194139194,214,332,86.7812895439125,-73.07797630693716,-10.422513134626122,-0.07472988729344417,171.4006268482619,-149.7571406554656,-15419.647046732609,7772232b4d8e17ae250986002b8fa06a71cb35d6714a856e123500b51433571e,EXECUTED_ENGINE,-40393.953590057565,NO,
P292_0019,funding_defensive_variant,"{""bb_width_thresh"": 0.06, ""family"": ""funding_defensive_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.6, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.4, ""template_type"": ""bollinger_expansion_breakout"", ""time_stop"": 24, ""tp_atr_mult"": 2.5, ""volume_mult"": 0.8}",acda0c4ba5c1abde,closed-candle parameters only; performance assigned only if engine executed,-6280.374834640323,544,0.6973529601453115,63.6581701907354,19,59,0,0.375,204,340,70.93680363230797,-61.03377286950338,-11.544806681324122,-0.10760946262648348,162.81959418191758,-124.56312624713381,-12534.37881677411,d205596c2a823d232d1fede84ceec770f6cf794326c860e9b5b1a17ba31f33bb,EXECUTED_ENGINE,-43834.01677242779,NO,
P292_0020,ny_hardening_variant,"{""bb_width_thresh"": 0.07, ""family"": ""ny_hardening_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.6, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.4, ""template_type"": ""atr_volatility_expansion"", ""time_stop"": 24, ""tp_atr_mult"": 2.5, ""volume_mult"": 1.0}",ec1d5bfd5cbc9801,closed-candle parameters only; performance assigned only if engine executed,-6070.520643753982,536,0.7048208735162883,61.60783314038508,21,57,0,0.375,201,335,72.11456648042868,-61.389697033791485,-11.325598215958921,-0.094987300384107,164.79983248953553,-146.92627128327226,-12966.479234781358,e19a358ea9b9a9717fcde9b53e15bb2fd380dacbbc37d8599565d3c8cba9d30b,EXECUTED_ENGINE,-42396.84047025524,NO,
P292_0021,weak_continuation_exit_variant,"{""bb_width_thresh"": 0.045, ""family"": ""weak_continuation_exit_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.6, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.4, ""template_type"": ""funding_extreme_reversal"", ""time_stop"": 24, ""tp_atr_mult"": 3.0, ""volume_mult"": 1.0}",fe9d0ba65f0ccb00,closed-candle parameters only; performance assigned only if engine executed,-6000.389082354842,698,0.7931239768945189,64.24504133519788,20,58,0,0.37106017191977075,259,439,88.81995900598997,-66.07006484033315,-8.596545963259086,-0.0670159075079563,214.33228563889776,-128.18340781697367,-17823.59187291361,850e477806171592e70186a68eab8702bfa1e20a4709ea708167000c437636b5,EXECUTED_ENGINE,-43204.12340733077,NO,
P292_0022,multi_timeframe_confirmation_variant,"{""bb_width_thresh"": 0.055, ""family"": ""multi_timeframe_confirmation_variant"", ""funding_threshold"": 0.0003, ""min_expected_r"": 1.8, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.6, ""template_type"": ""vwap_deviation_return"", ""time_stop"": 24, ""tp_atr_mult"": 3.0, ""volume_mult"": 1.0}",806a4d496618d6f5,closed-candle parameters only; performance assigned only if engine executed,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,EXECUTED_ENGINE,0.0,NO,
P292_0023,expected_r_dynamic_gate_variant,"{""bb_width_thresh"": 0.06, ""family"": ""expected_r_dynamic_gate_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.8, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.6, ""template_type"": ""london_breakout_failure"", ""time_stop"": 24, ""tp_atr_mult"": 3.0, ""volume_mult"": 1.0}",92a1e3a980b05712,closed-candle parameters only; performance assigned only if engine executed,200.2458775009404,91,1.0403853374188459,12.1351205334993,26,27,25,0.43956043956043955,40,51,128.96566436345455,-97.22315092229886,2.2005041483619823,0.1314102004405111,185.3569044421636,-155.65778956015134,-1574.536766494127,73b1bcd53f006ab6de498e10bdf6d2d33e6f5954ed6fb32062bbf5f8fc5f8e16,EXECUTED_ENGINE,-5691.987408866516,NO,
P292_0024,risk_exit_improvement_variant,"{""bb_width_thresh"": 0.07, ""family"": ""risk_exit_improvement_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.8, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.6, ""template_type"": ""mtf_breakout"", ""time_stop"": 24, ""tp_atr_mult"": 3.0, ""volume_mult"": 1.0}",b27c60b756da832d,closed-candle parameters only; performance assigned only if engine executed,-3812.8494692944782,394,0.7916754807815726,41.74176462631085,30,48,0,0.383248730964467,151,243,95.95763125100662,-75.31873163866864,-9.67728291699106,-0.02750383426038389,175.25287085918382,-129.82448853679654,-10048.962892689338,06634a51099a1a0ea15725a6ae4b5d984220b600a6b1a1112ef4d2e7efac3bf5,EXECUTED_ENGINE,-27890.526350425043,NO,
P292_0025,pf12_fusion_preserving_variant,"{""bb_width_thresh"": 0.045, ""family"": ""pf12_fusion_preserving_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.2, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.6, ""template_type"": ""bollinger_expansion_breakout"", ""time_stop"": 24, ""tp_atr_mult"": 3.0, ""volume_mult"": 1.0}",920857b546963763,closed-candle parameters only; performance assigned only if engine executed,3050.6568521308973,579,1.075134242874594,23.43333157400041,37,41,0,0.5025906735751295,291,288,150.0117061266374,-140.98176955111316,5.268837395735574,0.11781251891297435,235.48683269935015,-197.81710475013847,-6665.458247401937,ad88a601426771a25aad41d990948bf846f8bd6e4bd3c7984130326dba3db0a6,EXECUTED_ENGINE,-6843.6757206331695,NO,
P292_0026,dirty_pf8_pruning_research_variant,"{""bb_width_thresh"": 0.055, ""family"": ""dirty_pf8_pruning_research_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.2, ""ny_expected_r"": 1.7, ""sl_atr_mult"": 1.6, ""template_type"": ""atr_volatility_expansion"", ""time_stop"": 24, ""tp_atr_mult"": 1.8, ""volume_mult"": 1.0}",93913326f995e032,closed-candle parameters only; performance assigned only if engine executed,-1887.8276171496655,178,0.7884369148149987,20.46391796945947,28,34,16,0.47752808988764045,85,93,82.76952590990966,-95.94878838163427,-10.6057731300543,-0.04715980371460353,109.83467323532996,-133.03808477382702,-4095.702339678289,78b39f9bc3bdb4593a440087b4b2297e3c310f45a397eb80e1831921f5e5da56,EXECUTED_ENGINE,-13153.046897318716,NO,
P292_0027,second_retest_variant,"{""bb_width_thresh"": 0.06, ""family"": ""second_retest_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.2, ""ny_expected_r"": 1.9, ""sl_atr_mult"": 1.6, ""template_type"": ""funding_extreme_reversal"", ""time_stop"": 24, ""tp_atr_mult"": 1.8, ""volume_mult"": 1.0}",c18f30fbd79f34d9,closed-candle parameters only; performance assigned only if engine executed,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,EXECUTED_ENGINE,0.0,NO,
P292_0028,vwap_reclaim_variant,"{""bb_width_thresh"": 0.07, ""family"": ""vwap_reclaim_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.4, ""ny_expected_r"": 1.9, ""sl_atr_mult"": 1.6, ""template_type"": ""vwap_deviation_return"", ""time_stop"": 24, ""tp_atr_mult"": 1.8, ""volume_mult"": 1.0}",2bc3927ab35c7150,closed-candle parameters only; performance assigned only if engine executed,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,EXECUTED_ENGINE,0.0,NO,
P292_0029,tokyo_london_breakout_variant,"{""bb_width_thresh"": 0.045, ""family"": ""tokyo_london_breakout_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.4, ""ny_expected_r"": 1.9, ""sl_atr_mult"": 1.1, ""template_type"": ""london_breakout_failure"", ""time_stop"": 24, ""tp_atr_mult"": 1.8, ""volume_mult"": 1.0}",59cfc6d92e1f7e37,closed-candle parameters only; performance assigned only if engine executed,-678.7033388406546,26,0.5820422102782218,7.261237843463614,5,13,60,0.38461538461538464,10,16,94.51528388189284,-101.49101110372393,-26.10397457079441,-0.0748913743186907,118.00518560314218,-137.71416051743887,-1511.3488416953076,85d8b69e10ff8d6a17f0ebd15735ae5a0427f8f50c5cb7fe28baa1e1de6276c0,EXECUTED_ENGINE,-4557.010703705931,NO,
P292_0030,pullback_reclaim_variant,"{""bb_width_thresh"": 0.055, ""family"": ""pullback_reclaim_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.4, ""ny_expected_r"": 1.9, ""sl_atr_mult"": 1.1, ""template_type"": ""mtf_breakout"", ""time_stop"": 24, ""tp_atr_mult"": 1.8, ""volume_mult"": 1.0}",5256604feb31c4f6,closed-candle parameters only; performance assigned only if engine executed,-6446.5662091834165,440,0.6600092157300106,67.40960826458374,24,54,0,0.38636363636363635,170,270,73.61433282947229,-70.22593625997669,-14.651286839053219,-0.14388920857312662,160.39908200379304,-152.43873436727887,-14298.209474623733,ae7e89df163cba71229a26c1888793182aeb34746716ab4ed19dfe348480d157,EXECUTED_ENGINE,-47534.58381609568,NO,
P292_0031,funding_defensive_variant,"{""bb_width_thresh"": 0.06, ""family"": ""funding_defensive_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.6, ""ny_expected_r"": 1.9, ""sl_atr_mult"": 1.1, ""template_type"": ""bollinger_expansion_breakout"", ""time_stop"": 24, ""tp_atr_mult"": 2.0, ""volume_mult"": 1.0}",4a6e766fe9cb39be,closed-candle parameters only; performance assigned only if engine executed,-6860.686577836532,460,0.6574197154572391,69.61206088372074,18,60,0,0.36086956521739133,166,294,79.312173176393,-68.11737185414208,-14.914536038775069,-0.160040269391832,169.46926586975755,-165.65071167240325,-14495.840962234945,98e9453d5fe8d572afecc631c5e1b553b53a9b6c3f1121748820b11a741f5dda,EXECUTED_ENGINE,-49247.63946608307,NO,
P292_0032,ny_hardening_variant,"{""bb_width_thresh"": 0.07, ""family"": ""ny_hardening_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.6, ""ny_expected_r"": 1.9, ""sl_atr_mult"": 1.1, ""template_type"": ""atr_volatility_expansion"", ""time_stop"": 24, ""tp_atr_mult"": 2.0, ""volume_mult"": 1.0}",9e6a688104bdf984,closed-candle parameters only; performance assigned only if engine executed,-6860.686577836532,460,0.6574197154572391,69.61206088372074,18,60,0,0.36086956521739133,166,294,79.312173176393,-68.11737185414208,-14.914536038775069,-0.160040269391832,169.46926586975755,-165.65071167240325,-14495.840962234945,98e9453d5fe8d572afecc631c5e1b553b53a9b6c3f1121748820b11a741f5dda,EXECUTED_ENGINE,-49247.63946608307,NO,
P292_0033,weak_continuation_exit_variant,"{""bb_width_thresh"": 0.045, ""family"": ""weak_continuation_exit_variant"", ""funding_threshold"": 0.0004, ""min_expected_r"": 1.6, ""ny_expected_r"": 1.9, ""sl_atr_mult"": 1.1, ""template_type"": ""funding_extreme_reversal"", ""time_stop"": 24, ""tp_atr_mult"": 2.0, ""volume_mult"": 1.0}",5b25e320d370f6ef,closed-candle parameters only; performance assigned only if engine executed,-6860.686577836532,460,0.6574197154572391,69.61206088372074,18,60,0,0.36086956521739133,166,294,79.312173176393,-68.11737185414208,-14.914536038775069,-0.160040269391832,169.46926586975755,-165.65071167240325,-14495.840962234945,98e9453d5fe8d572afecc631c5e1b553b53a9b6c3f1121748820b11a741f5dda,EXECUTED_ENGINE,-49247.63946608307,NO,
P292_0034,multi_timeframe_confirmation_variant,"{""bb_width_thresh"": 0.055, ""family"": ""multi_timeframe_confirmation_variant"", ""funding_threshold"": 0.0005, ""min_expected_r"": 1.8, ""ny_expected_r"": 1.9, ""sl_atr_mult"": 1.1, ""template_type"": ""vwap_deviation_return"", ""time_stop"": 24, ""tp_atr_mult"": 2.0, ""volume_mult"": 1.0}",7452532cebcf82ed,closed-candle parameters only; performance assigned only if engine executed,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,EXECUTED_ENGINE,0.0,NO,
