candidate_id,candidate_hash,family,hypothesis,primary_1h_setup,lower_tf_confirmation,quality_gates,exit_module,risk_module,portfolio_role,parameters_json,complexity_score,overfit_risk_score,live_known_proof,expected_failure_mode,backtest_pnl,backtest_trades,backtest_pf,backtest_dd,backtest_win_rate,backtest_avg_win,backtest_avg_loss,backtest_expectancy,backtest_pos_m,backtest_neg_m,backtest_zero_m,backtest_combined_adverse,accepted,rejection_reason
1260,0d4a19e174434258,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.1, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1261,4b2c55b72081102b,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1262,54e53ca4799a061b,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1263,4ee8bdafaba519d9,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1264,c92db5c336e730ce,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,2,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1265,24acd8c0653d5012,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.1, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1266,e8be87dd2eab37b7,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1267,ceb722c857d05f89,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1268,e4bdf4c1902a5a4e,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1269,43d96b9e128ea389,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,2,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1270,022e884f065b85bb,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.1, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1271,88e9deb33319d2ca,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1272,657453daa2b060b4,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1273,469c14f08efc398a,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,1,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
1274,731e16a9ec3f87cf,trend_pullback_continuation,"Price above EMA200, pulls back to EMA50, continues trend.",trend_pullback_continuation,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",4,2,closed_candle_only_no_lookahead,Trend reversal: EMA50 pullback becomes new downtrend leg.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
2300,5a7a90a429c1eb34,ema50_ema200_pullback,Golden cross with pullback to EMA50 and wick rejection.,ema50_ema200_pullback,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 10, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.1, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,EMA death cross during pullback; golden cross invalidated.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
2301,612e22d595421b26,ema50_ema200_pullback,Golden cross with pullback to EMA50 and wick rejection.,ema50_ema200_pullback,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 10, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,EMA death cross during pullback; golden cross invalidated.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
2302,8c4cdbdbd4d8e693,ema50_ema200_pullback,Golden cross with pullback to EMA50 and wick rejection.,ema50_ema200_pullback,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 10, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,EMA death cross during pullback; golden cross invalidated.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
2303,f6d65e625f44a3c3,ema50_ema200_pullback,Golden cross with pullback to EMA50 and wick rejection.,ema50_ema200_pullback,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 10, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,EMA death cross during pullback; golden cross invalidated.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
2304,5cac38ebe7c529f0,ema50_ema200_pullback,Golden cross with pullback to EMA50 and wick rejection.,ema50_ema200_pullback,none,expected_r_gate|adx_gate,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 10, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,2,closed_candle_only_no_lookahead,EMA death cross during pullback; golden cross invalidated.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
2305,c3f3be1b55c822cc,ema50_ema200_pullback,Golden cross with pullback to EMA50 and wick rejection.,ema50_ema200_pullback,none,none,fixed_atr,fixed_risk_1pct,sleeve,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.1, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.5, ""trend_filter"": ""ema_200"", ""wick_ratio_thresh"": 0.45}",3,1,closed_candle_only_no_lookahead,EMA death cross during pullback; golden cross invalidated.,1170.73,175,1.1096,0.192,0.52,130.2144,-127.1283,6.6899,32,25,21,-1991.7,False,pnl=1170.73<=21684.99|pf=1.11<2.20|dd=19.20%>12%|stress=-1991.70<15922.97
