candidate_id,candidate_hash,family,hypothesis,primary_1h_setup,lower_tf_confirmation,quality_gates,exit_module,risk_module,portfolio_role,parameters_json,complexity_score,overfit_risk_score,live_known_proof,expected_failure_mode
10,0c4b61a31ba8546f,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,bb_width_gate|volume_impulse_gate,breakeven_after_mfe,fixed_risk_0_5pct,core,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.04, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
11,aabc15074894dbd4,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,funding_safety_gate|chop_toxicity_filter,funding_aware_exit,dynamic_risk_scaling,core,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.04, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
12,094b5a55a14bceae,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,volume_impulse_gate|expected_r_gate,fixed_atr_tp,fixed_risk_1pct,core,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.04, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
13,4476804a7c5a074b,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,chop_toxicity_filter|adx_slope_gate,dynamic_atr_tp,fixed_risk_0_5pct,core,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.04, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
14,bb86a13da237bdca,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,expected_r_gate|atr_percentile_gate,structure_tp,dynamic_risk_scaling,core,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.04, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
15,a73c7d8cde93cbf4,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,adx_slope_gate|bb_width_gate,failed_continuation_exit,fixed_risk_1pct,core,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.04, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,4,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
16,27ca879de0f175bc,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,atr_percentile_gate|funding_safety_gate,breakeven_after_mfe,fixed_risk_0_5pct,core,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
17,0133a45705f560ce,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,bb_width_gate|volume_impulse_gate,funding_aware_exit,dynamic_risk_scaling,core,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
18,0a709cbfa630b15a,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,funding_safety_gate|chop_toxicity_filter,fixed_atr_tp,fixed_risk_1pct,core,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
19,bcf3ddcda708536c,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,volume_impulse_gate|expected_r_gate,dynamic_atr_tp,fixed_risk_0_5pct,core,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
20,de57cf2fa4feb1f5,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,chop_toxicity_filter|adx_slope_gate,structure_tp,dynamic_risk_scaling,core,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
21,43e4a7f2d1f19a2f,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,expected_r_gate|atr_percentile_gate,failed_continuation_exit,fixed_risk_1pct,core,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
22,91480a850d7a8065,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,adx_slope_gate|bb_width_gate,breakeven_after_mfe,fixed_risk_0_5pct,core,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
23,eb5924d0614b1a6f,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,atr_percentile_gate|funding_safety_gate,funding_aware_exit,dynamic_risk_scaling,core,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
24,e6130298ad244b74,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,bb_width_gate|volume_impulse_gate,fixed_atr_tp,fixed_risk_1pct,core,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
25,560a0aa623b2fb5f,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,funding_safety_gate|chop_toxicity_filter,dynamic_atr_tp,fixed_risk_0_5pct,core,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
26,5644819ebf193487,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,volume_impulse_gate|expected_r_gate,structure_tp,dynamic_risk_scaling,core,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
27,35e40d2b1346a0bb,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,chop_toxicity_filter|adx_slope_gate,failed_continuation_exit,fixed_risk_1pct,core,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
28,99602c5b8a6e826d,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,expected_r_gate|atr_percentile_gate,breakeven_after_mfe,fixed_risk_0_5pct,core,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
29,a5bf977cee33c712,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,adx_slope_gate|bb_width_gate,funding_aware_exit,dynamic_risk_scaling,core,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
30,ac937b46ec1ece5b,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,atr_percentile_gate|funding_safety_gate,fixed_atr_tp,fixed_risk_1pct,core,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
31,45c0d13f1984c93c,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,bb_width_gate|volume_impulse_gate,dynamic_atr_tp,fixed_risk_0_5pct,core,"{""adx_thresh"": 30, ""bb_width_thresh"": 0.06, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,4,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
32,8026809f1a5d3897,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,funding_safety_gate|chop_toxicity_filter,structure_tp,dynamic_risk_scaling,core,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
33,798f2b7829191d99,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,volume_impulse_gate|expected_r_gate,failed_continuation_exit,fixed_risk_1pct,core,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
34,fac2fbf1c01ca1a9,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,chop_toxicity_filter|adx_slope_gate,breakeven_after_mfe,fixed_risk_0_5pct,core,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
35,c781031ce8d07e46,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,expected_r_gate|atr_percentile_gate,funding_aware_exit,dynamic_risk_scaling,core,"{""adx_thresh"": 15, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
36,e99384b6cb98ceee,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,adx_slope_gate|bb_width_gate,fixed_atr_tp,fixed_risk_1pct,core,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
37,2e8d169ceaeb66d2,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,atr_percentile_gate|funding_safety_gate,dynamic_atr_tp,fixed_risk_0_5pct,core,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
38,0304ceb3756d2968,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,bb_width_gate|volume_impulse_gate,structure_tp,dynamic_risk_scaling,core,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.4, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
39,986d32455c11aa10,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,funding_safety_gate|chop_toxicity_filter,failed_continuation_exit,fixed_risk_1pct,core,"{""adx_thresh"": 20, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.5, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,3,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
40,f68b0c8e4fa991f5,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,volume_impulse_gate|expected_r_gate,breakeven_after_mfe,fixed_risk_0_5pct,core,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.2, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",5,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
41,6f8e574580f89011,breakout_retest,"Price breaks Bollinger Band, retests, continues in breakout direction.",breakout_retest,5m_retest,chop_toxicity_filter|adx_slope_gate,funding_aware_exit,dynamic_risk_scaling,core,"{""adx_thresh"": 25, ""bb_width_thresh"": 0.08, ""expected_r_threshold"": 1.3, ""regime_filter_mode"": ""strict"", ""rsi_overbought"": 100, ""rsi_oversold"": 0, ""sl_atr_mult"": 1.2, ""template_type"": ""bollinger_expansion_breakout"", ""tp_atr_mult"": 1.8, ""trend_filter"": null, ""wick_ratio_thresh"": 0.45}",6,2,closed_candle_only_no_lookahead,"False breakout in range; retest fails, price reverses inside band."
